,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_CHI,TEAM_DAL,TEAM_DEN,TEAM_GSW,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_PHI,TEAM_PHX,TEAM_TOR,TEAM_UTA,OPP_ATL,OPP_BKN,OPP_BOS,OPP_CHI,OPP_DAL,OPP_DEN,OPP_GSW,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_PHI,OPP_PHX,OPP_TOR,OPP_UTA
131,Kyle Lowry,200768,MIA vs. ATL,1610612748,1,42100101,2022-04-17,W,29,10,9,4,4,8,0.5,2,4,0.5,0,0,,0,4,2,0,0,1,21,34.3,1.25,1.25,G,115.8,77.6,38.2,0.0,0.133,0.071,0.45,0.0,0.131,0.625,97.79,96.22,0.207,80.18,"APR 17, 2022",240,43,82,0.524,18,38,0.474,11,18,0.611,4,36,40,35,12,3,15,22,115,113.95164486722156,8.0,2.0,38.0,0.3866666666666666,1610612737,113.95164486722156,100.92,98.90000000000002,96.88,1,0.13,0.13,0.13,10.0,10.0,10.0,,,,10.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Kyle Lowry,200768,MIA vs. ATL,1610612748,1,42100102,2022-04-19,W,37,9,2,3,2,8,0.25,1,6,0.167,4,5,0.8,0,3,0,3,3,1,12,21.6,0.882,0.882,G,117.7,106.6,11.1,0.0,0.081,0.042,0.071,0.67,0.151,0.441,103.83,100.26,0.032,83.55,"APR 19, 2022",240,38,79,0.481,14,36,0.389,25,29,0.862,4,30,34,21,9,6,14,24,115,113.01100628930818,6.0,2.0,40.0,0.4712643678160919,1610612737,113.01100628930818,101.76,103.46,105.16,1,0.14,0.14,0.14,9.5,9.5,9.5,0.71,0.71,0.71,9.5,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Kyle Lowry,200768,MIA @ ATL,1610612748,0,42100103,2022-04-22,L,23,6,5,4,2,7,0.286,2,6,0.333,0,0,,0,4,0,0,0,3,18,18.3,0.857,0.857,G,138.6,95.6,43.1,0.0,0.2,0.103,0.263,0.0,0.14,0.429,97.13,93.48,0.073,77.9,"APR 22, 2022",240,41,93,0.441,14,45,0.311,14,17,0.824,11,34,45,30,6,3,14,23,110,106.30073444143795,5.0,3.0,36.0,0.5125,1610612737,106.30073444143795,103.48,99.36,95.24,1,0.14,0.14,0.14,8.33,8.33,8.33,2.08,2.08,2.08,,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Kyle Lowry,200768,MIA @ PHI,1610612748,0,42100203,2022-05-06,L,25,0,3,4,0,4,0.0,0,2,0.0,0,0,,2,2,1,0,1,4,-10,11.3,0.0,0.0,G,93.6,110.2,-16.6,0.077,0.125,0.095,0.188,3.0,0.093,0.0,89.11,90.89,-0.029,75.74,"MAY 06, 2022",240,27,77,0.351,7,30,0.233,18,24,0.75,11,25,36,14,11,1,12,22,79,89.20505871725383,7.0,3.0,43.0,0.4776119402985074,1610612755,89.20505871725383,88.56,87.62,86.68,1,0.13,0.13,0.13,5.0,6.25,6.25,4.58,4.5,4.5,,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1192,Kyle Lowry,200768,MIA @ PHI,1610612748,0,42100204,2022-05-08,L,30,6,7,3,3,10,0.3,0,6,0.0,0,0,,0,3,2,0,4,2,-1,22.1,0.6,0.6,G,107.9,109.5,-1.6,0.0,0.13,0.058,0.333,1.75,0.194,0.3,101.72,99.91,0.046,83.26,"MAY 08, 2022",240,38,82,0.463,7,35,0.2,25,28,0.893,5,28,33,24,9,5,13,26,108,105.5512118842846,5.0,2.0,32.0,0.5441176470588235,1610612755,105.5512118842846,102.32,98.64,94.96,1,0.14,0.14,0.14,4.0,6.2,6.2,3.46,3.9,3.9,,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1591,Kyle Lowry,200768,MIA @ BOS,1610612748,0,42100303,2022-05-21,W,29,11,6,1,4,11,0.364,2,7,0.286,1,1,1.0,0,1,4,0,2,2,10,31.2,0.962,0.962,G,116.9,105.4,11.6,0.0,0.048,0.019,0.273,3.0,0.194,0.481,99.07,95.13,0.111,79.27,"MAY 21, 2022",240,43,92,0.467,11,33,0.333,12,14,0.857,8,26,34,22,19,4,8,24,109,111.04319478402608,2.0,7.0,44.0,0.4857142857142857,1610612738,111.04319478402608,98.16,97.68,97.2,1,0.16,0.15,0.15,5.67,6.4,7.0,5.51,4.16,4.0,,5.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,Kyle Lowry,200768,MIA @ BOS,1610612748,0,42100304,2022-05-23,L,21,3,2,5,1,6,0.167,1,3,0.333,0,0,,0,5,0,2,2,2,-27,16.0,0.5,0.5,G,53.7,122.5,-68.8,0.0,0.227,0.089,0.286,1.0,0.163,0.25,91.13,90.77,0.043,75.64,"MAY 23, 2022",240,30,90,0.333,14,36,0.389,8,14,0.571,10,29,39,22,4,2,9,26,82,86.17065994115175,4.0,11.0,60.0,0.3974358974358974,1610612738,86.17065994115175,95.16,92.44,89.71999999999998,1,0.18,0.16,0.15,6.67,5.2,6.43,4.04,4.09,3.95,,5.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,Kyle Lowry,200768,MIA vs. BOS,1610612748,1,42100305,2022-05-25,L,25,0,0,1,0,6,0.0,0,5,0.0,0,0,,0,1,0,0,3,5,-7,-1.8,0.0,0.0,G,100.0,115.2,-15.2,0.0,0.053,0.02,0.0,0.0,0.161,0.0,89.63,89.51,-0.159,74.59,"MAY 25, 2022",240,30,94,0.319,7,45,0.156,13,14,0.929,19,30,49,14,7,2,12,19,80,85.87376556462002,5.0,7.0,46.0,0.4647887323943662,1610612738,85.87376556462002,93.16,91.64,90.12,1,0.17,0.16,0.16,4.67,4.0,5.0,5.69,4.64,4.24,6.33,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Kyle Lowry,200768,MIA @ BOS,1610612748,0,42100306,2022-05-27,W,37,18,10,4,5,14,0.357,4,9,0.444,4,4,1.0,0,4,1,1,2,6,2,41.8,1.142,1.142,G,115.5,111.1,4.4,0.0,0.138,0.069,0.435,5.0,0.228,0.571,95.26,93.13,0.128,77.6,"MAY 27, 2022",240,36,78,0.462,15,35,0.429,24,25,0.96,11,26,37,25,10,2,17,27,111,116.8421052631579,10.0,4.0,34.0,0.4444444444444444,1610612738,116.8421052631579,95.0,95.82,96.64,1,0.18,0.19,0.17,7.0,7.6,6.29,9.64,7.09,6.45,,7.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,Kyle Lowry,200768,MIA vs. BOS,1610612748,1,42100307,2022-05-29,L,39,15,3,7,4,12,0.333,1,6,0.167,6,9,0.667,1,6,2,1,2,3,-2,34.9,0.94,0.94,G,101.3,103.8,-2.6,0.022,0.14,0.079,0.115,1.5,0.205,0.47,100.22,96.74,0.089,80.62,"MAY 29, 2022",240,37,88,0.42,6,30,0.2,16,24,0.667,7,37,44,16,4,5,8,18,96,96.42426677380472,4.0,6.0,51.0,0.4117647058823529,1610612738,96.42426677380472,99.56,99.06,98.56,1,0.2,0.19,0.18,11.0,9.4,7.57,9.64,7.7,7.23,8.5,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,P.J. Tucker,200782,MIA vs. ATL,1610612748,1,42100101,2022-04-17,W,24,16,1,5,6,8,0.75,4,4,1.0,0,0,,0,5,0,0,0,2,17,23.5,2.0,2.0,F,112.0,76.5,35.5,0.0,0.2,0.106,0.067,0.0,0.154,1.0,100.9,99.68,0.216,83.06,"APR 17, 2022",240,43,82,0.524,18,38,0.474,11,18,0.611,4,36,40,35,12,3,15,22,115,113.95164486722156,8.0,2.0,38.0,0.3866666666666666,1610612737,113.95164486722156,100.92,98.90000000000002,96.88,1,0.15,0.15,0.15,16.0,16.0,16.0,,,,16.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,P.J. Tucker,200782,MIA vs. ATL,1610612748,1,42100102,2022-04-19,W,24,3,2,6,1,3,0.333,1,2,0.5,0,0,,0,6,1,0,2,5,5,14.2,1.0,1.0,F,111.8,102.0,9.8,0.0,0.25,0.136,0.125,1.0,0.094,0.5,106.12,101.16,0.036,84.3,"APR 19, 2022",240,38,79,0.481,14,36,0.389,25,29,0.862,4,30,34,21,9,6,14,24,115,113.01100628930818,6.0,2.0,40.0,0.4712643678160919,1610612737,113.01100628930818,101.76,103.46,105.16,1,0.12,0.12,0.12,9.5,9.5,9.5,9.19,9.19,9.19,9.5,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,P.J. Tucker,200782,MIA @ ATL,1610612748,0,42100103,2022-04-22,L,33,11,4,7,4,6,0.667,1,3,0.333,2,2,1.0,3,4,0,0,0,4,13,25.4,1.599,1.599,F,127.7,111.1,16.6,0.079,0.148,0.108,0.154,0.0,0.088,0.799,99.75,92.9,0.106,77.42,"APR 22, 2022",240,41,93,0.441,14,45,0.311,14,17,0.824,11,34,45,30,6,3,14,23,110,106.30073444143795,5.0,3.0,36.0,0.5125,1610612737,106.30073444143795,103.48,99.36,95.24,1,0.11,0.11,0.11,10.0,10.0,10.0,6.56,6.56,6.56,,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,P.J. Tucker,200782,MIA @ ATL,1610612748,0,42100104,2022-04-24,W,28,14,3,8,5,7,0.714,2,4,0.5,2,2,1.0,3,5,0,0,0,1,22,28.1,1.777,1.777,F,136.7,88.2,48.5,0.103,0.152,0.129,0.158,0.0,0.133,0.888,87.0,86.41,0.241,72.01,"APR 24, 2022",240,40,92,0.435,13,42,0.31,17,21,0.81,15,33,48,22,8,1,6,23,110,119.25411968777104,2.0,3.0,41.0,0.4,1610612737,119.25411968777104,92.24,90.02,87.8,1,0.1,0.12,0.12,9.33,11.0,11.0,5.69,5.72,5.72,,12.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,P.J. Tucker,200782,MIA vs. ATL,1610612748,1,42100105,2022-04-26,W,32,4,2,5,2,6,0.333,0,2,0.0,0,0,,1,4,1,0,0,5,14,16.0,0.667,0.667,F,118.0,95.1,23.0,0.033,0.148,0.088,0.077,0.0,0.086,0.333,93.85,91.86,0.025,76.55,"APR 26, 2022",240,37,82,0.451,7,31,0.226,16,21,0.762,7,26,33,19,12,2,14,25,97,98.73778501628664,8.0,2.0,42.0,0.4189189189189189,1610612737,98.73778501628664,98.24,95.78000000000002,93.32,1,0.1,0.11,0.11,9.67,9.6,9.6,5.13,5.86,5.86,7.67,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,P.J. Tucker,200782,MIA vs. PHI,1610612748,1,42100201,2022-05-02,W,28,10,1,7,4,9,0.444,2,4,0.5,0,0,,5,2,0,0,1,2,9,18.9,1.111,1.111,F,124.5,105.6,19.0,0.147,0.091,0.125,0.048,1.0,0.149,0.556,93.54,92.1,0.08,76.75,"MAY 02, 2022",240,40,92,0.435,9,36,0.25,17,18,0.944,15,32,47,21,5,2,11,18,106,110.50875729774812,4.0,6.0,37.0,0.430379746835443,1610612755,110.50875729774812,95.92,94.36,92.8,1,0.12,0.11,0.12,9.33,8.4,9.67,5.03,4.72,5.24,8.25,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1075,P.J. Tucker,200782,MIA vs. PHI,1610612748,1,42100202,2022-05-04,W,26,6,0,1,2,6,0.333,2,3,0.667,0,0,,0,1,1,0,1,3,-2,9.2,1.0,1.0,F,124.0,128.0,-4.0,0.0,0.043,0.023,0.0,0.0,0.127,0.5,98.1,93.14,0.0,77.62,"MAY 04, 2022",240,40,78,0.513,14,29,0.483,25,31,0.806,8,36,44,25,5,3,14,22,119,121.87628021302746,10.0,4.0,34.0,0.4523809523809524,1610612755,121.87628021302746,97.64,97.16,96.68,1,0.12,0.12,0.12,6.67,9.0,9.14,3.06,4.0,4.98,7.8,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1092,P.J. Tucker,200782,MIA @ PHI,1610612748,0,42100203,2022-05-06,L,35,4,1,8,2,3,0.667,0,1,0.0,0,0,,3,5,2,0,1,3,-14,20.1,1.333,1.333,F,87.3,106.2,-18.9,0.077,0.172,0.118,0.067,1.0,0.056,0.667,89.93,88.96,0.097,74.13,"MAY 06, 2022",240,27,77,0.351,7,30,0.233,18,24,0.75,11,25,36,14,11,1,12,22,79,89.20505871725383,7.0,3.0,43.0,0.4776119402985074,1610612755,89.20505871725383,88.56,87.62,86.68,1,0.11,0.11,0.1,6.67,7.6,7.43,3.06,4.34,4.24,,9.67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1201,P.J. Tucker,200782,MIA @ PHI,1610612748,0,42100204,2022-05-08,L,25,7,0,2,3,7,0.429,1,4,0.25,0,0,,1,1,0,0,1,5,-7,8.4,1.0,1.0,F,103.7,114.5,-10.8,0.042,0.059,0.049,0.0,0.0,0.136,0.5,105.83,104.08,-0.016,86.73,"MAY 08, 2022",240,38,82,0.463,7,35,0.2,25,28,0.893,5,28,33,24,9,5,13,26,108,105.5512118842846,5.0,2.0,32.0,0.5441176470588235,1610612755,105.5512118842846,102.32,98.64,94.96,1,0.11,0.11,0.11,5.67,6.2,8.0,1.53,2.49,3.79,,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1284,P.J. Tucker,200782,MIA vs. PHI,1610612748,1,42100205,2022-05-10,W,31,10,7,4,4,6,0.667,2,2,1.0,0,0,,1,3,1,1,0,0,16,31.3,1.667,1.667,F,126.3,100.0,26.3,0.036,0.111,0.073,0.304,0.0,0.09,0.833,92.25,88.58,0.189,73.82,"MAY 10, 2022",240,45,84,0.536,13,33,0.394,17,23,0.739,8,38,46,26,8,4,11,13,120,123.55848434925863,8.0,2.0,36.0,0.3647058823529411,1610612755,123.55848434925863,97.12,96.86,96.59999999999998,1,0.09,0.11,0.11,7.0,7.4,7.86,3.0,2.61,3.67,8.17,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1376,P.J. Tucker,200782,MIA @ PHI,1610612748,0,42100206,2022-05-12,W,39,12,1,9,6,9,0.667,0,2,0.0,0,0,,4,5,0,2,0,2,13,30.3,1.333,1.333,F,108.2,89.2,19.0,0.118,0.111,0.114,0.038,0.0,0.106,0.667,96.59,91.32,0.131,76.1,"MAY 12, 2022",240,42,87,0.483,7,28,0.25,8,11,0.727,13,36,49,19,7,6,12,12,99,108.98282694848083,8.0,6.0,35.0,0.4137931034482758,1610612755,108.98282694848083,90.84,93.96,97.08,1,0.11,0.1,0.11,9.67,7.8,7.57,2.52,3.19,3.15,,9.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1507,P.J. Tucker,200782,MIA vs. BOS,1610612748,1,42100301,2022-05-17,W,31,5,3,6,2,5,0.4,1,3,0.333,0,2,0.0,0,6,1,0,1,4,12,18.7,0.85,0.85,F,123.8,104.8,19.0,0.0,0.176,0.097,0.111,3.0,0.1,0.425,98.87,96.72,0.043,80.6,"MAY 17, 2022",240,39,80,0.488,10,30,0.333,30,34,0.882,9,30,39,18,10,12,12,24,118,120.45732952225396,8.0,8.0,38.0,0.4556962025316455,1610612738,120.45732952225396,97.96,99.52000000000002,101.08,1,0.1,0.1,0.11,9.0,7.6,7.71,3.61,3.36,2.98,7.71,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,P.J. Tucker,200782,MIA vs. BOS,1610612748,1,42100302,2022-05-19,L,22,5,1,4,2,6,0.333,1,1,1.0,0,2,0.0,2,2,0,0,2,2,-10,9.3,0.727,0.727,F,115.0,140.0,-25.0,0.087,0.125,0.103,0.067,0.5,0.18,0.363,91.58,88.48,-0.012,73.73,"MAY 19, 2022",240,38,86,0.442,10,34,0.294,16,22,0.727,12,30,42,21,4,3,14,18,102,104.42260442260442,8.0,5.0,41.0,0.5119047619047619,1610612738,104.42260442260442,97.68,96.40000000000002,95.12,1,0.13,0.12,0.11,7.33,7.8,7.0,4.04,3.11,2.94,7.38,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,P.J. Tucker,200782,MIA @ BOS,1610612748,0,42100303,2022-05-21,W,38,17,1,7,5,10,0.5,3,6,0.5,4,4,1.0,2,5,3,1,1,3,6,37.9,1.446,1.446,F,114.7,109.6,5.1,0.051,0.167,0.101,0.036,1.0,0.153,0.723,96.49,93.97,0.132,78.31,"MAY 21, 2022",240,43,92,0.467,11,33,0.333,12,14,0.857,8,26,34,22,19,4,8,24,109,111.04319478402608,2.0,7.0,44.0,0.4857142857142857,1610612738,111.04319478402608,98.16,97.68,97.2,1,0.14,0.13,0.12,9.0,9.8,8.57,6.93,5.07,4.72,,10.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,P.J. Tucker,200782,MIA @ BOS,1610612748,0,42100304,2022-05-23,L,21,0,2,3,0,4,0.0,0,1,0.0,0,0,,2,1,1,0,0,2,-30,9.6,0.0,0.0,F,48.8,125.0,-76.2,0.059,0.048,0.055,0.286,0.0,0.083,0.0,91.63,91.27,-0.022,76.06,"MAY 23, 2022",240,30,90,0.333,14,36,0.389,8,14,0.571,10,29,39,22,4,2,9,26,82,86.17065994115175,4.0,11.0,60.0,0.3974358974358974,1610612738,86.17065994115175,95.16,92.44,89.71999999999998,1,0.14,0.12,0.12,7.33,7.8,8.0,8.74,6.69,5.54,,9.29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,P.J. Tucker,200782,MIA vs. BOS,1610612748,1,42100305,2022-05-25,L,32,7,2,11,3,7,0.429,1,5,0.2,0,0,,6,5,1,0,0,1,-5,26.2,1.0,1.0,F,98.3,106.8,-8.5,0.146,0.172,0.157,0.111,0.0,0.095,0.5,89.3,89.15,0.144,74.29,"MAY 25, 2022",240,30,94,0.319,7,45,0.156,13,14,0.929,19,30,49,14,7,2,12,19,80,85.87376556462002,5.0,7.0,46.0,0.4647887323943662,1610612738,85.87376556462002,93.16,91.64,90.12,1,0.11,0.12,0.12,8.0,6.8,8.0,8.54,6.26,5.54,7.33,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,P.J. Tucker,200782,MIA @ BOS,1610612748,0,42100306,2022-05-27,W,25,11,1,5,3,4,0.75,2,2,1.0,3,4,0.75,2,3,2,0,1,5,9,23.5,1.91,1.91,F,120.4,100.0,20.4,0.111,0.13,0.122,0.063,1.0,0.132,0.955,98.41,96.39,0.133,80.32,"MAY 27, 2022",240,36,78,0.462,15,35,0.429,24,25,0.96,11,26,37,25,10,2,17,27,111,116.8421052631579,10.0,4.0,34.0,0.4444444444444444,1610612738,116.8421052631579,95.0,95.82,96.64,1,0.1,0.13,0.12,6.0,8.0,8.14,5.57,6.4,5.61,,9.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,P.J. Tucker,200782,MIA vs. BOS,1610612748,1,42100307,2022-05-29,L,17,0,0,4,0,3,0.0,0,2,0.0,0,0,,0,4,0,1,2,1,-16,5.8,0.0,0.0,F,83.3,131.4,-48.1,0.0,0.267,0.111,0.0,0.0,0.128,0.0,100.38,100.04,-0.024,83.37,"MAY 29, 2022",240,37,88,0.42,6,30,0.2,16,24,0.667,7,37,44,16,4,5,8,18,96,96.42426677380472,4.0,6.0,51.0,0.4117647058823529,1610612738,96.42426677380472,99.56,99.06,98.56,1,0.12,0.12,0.12,6.0,7.0,6.43,5.57,7.31,6.05,6.6,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Paul Millsap,200794,PHI @ MIA,1610612755,0,42100201,2022-05-02,L,6,0,1,1,0,0,,0,0,,0,0,,0,1,0,0,0,1,-2,2.7,0.0,0.0,,120.0,127.3,-7.3,0.0,0.2,0.1,0.25,0.0,0.0,0.0,96.45,89.47,0.048,74.56,"MAY 02, 2022",240,34,79,0.43,6,34,0.176,18,20,0.9,9,28,37,18,4,6,14,17,92,99.13793103448276,5.0,2.0,47.0,0.4347826086956521,1610612748,99.13793103448276,92.8,94.36,95.92,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
144,Kevin Durant,201142,BKN @ BOS,1610612751,0,42100111,2022-04-17,L,41,23,3,4,9,24,0.375,1,5,0.2,4,5,0.8,0,4,1,1,6,3,-13,32.3,0.878,0.878,F,107.1,119.5,-12.5,0.0,0.095,0.052,0.12,0.5,0.344,0.439,102.94,100.64,0.04,83.87,"APR 17, 2022",240,42,78,0.538,11,24,0.458,19,24,0.792,5,24,29,20,12,6,16,26,114,114.50381679389312,12.0,5.0,43.0,0.4719101123595505,1610612738,114.50381679389312,99.56,99.56,99.56,1,0.34,0.34,0.34,23.0,23.0,23.0,,,,,23.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Kevin Durant,201142,BKN @ BOS,1610612751,0,42100112,2022-04-20,L,42,27,5,4,4,17,0.235,1,2,0.5,18,20,0.9,0,4,1,0,6,5,-10,36.3,1.047,1.047,F,111.8,122.1,-10.3,0.0,0.108,0.052,0.192,0.83,0.344,0.523,97.68,96.71,0.071,80.59,"APR 20, 2022",240,35,76,0.461,10,21,0.476,27,34,0.794,9,27,36,16,8,8,14,28,107,111.50479366402666,7.0,4.0,36.0,0.52,1610612738,111.50479366402666,95.96,95.8,95.64,1,0.34,0.34,0.34,25.0,25.0,25.0,2.83,2.83,2.83,,25.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Kevin Durant,201142,BKN vs. BOS,1610612751,1,42100113,2022-04-23,L,46,16,8,8,6,11,0.545,2,3,0.667,2,2,1.0,1,7,1,0,5,3,-2,35.6,1.347,1.347,F,117.0,119.3,-2.3,0.028,0.171,0.104,0.242,1.6,0.165,0.673,92.65,92.03,0.107,76.69,"APR 23, 2022",240,39,77,0.506,12,29,0.414,13,16,0.813,12,21,33,25,7,5,18,22,103,114.39360284318082,13.0,3.0,34.0,0.5,1610612738,114.39360284318082,90.04,90.59999999999998,91.16,1,0.28,0.28,0.28,22.0,22.0,22.0,5.57,5.57,5.57,16.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Kevin Durant,201142,BKN vs. BOS,1610612751,1,42100114,2022-04-25,L,47,39,9,7,13,31,0.419,3,11,0.273,10,11,0.909,1,6,1,0,4,4,-6,59.9,1.088,1.088,F,117.0,124.7,-7.7,0.022,0.125,0.074,0.333,2.25,0.385,0.544,99.0,96.21,0.147,80.17,"APR 25, 2022",240,41,81,0.506,13,35,0.371,17,29,0.586,8,30,38,28,5,7,10,23,112,116.95906432748538,3.0,4.0,45.0,0.4719101123595505,1610612738,116.95906432748538,95.76,98.71999999999998,101.68,1,0.3,0.31,0.31,27.33,26.25,26.25,11.5,9.64,9.64,27.5,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Al Horford,201143,BOS vs. BKN,1610612738,1,42100111,2022-04-17,W,41,20,2,15,8,13,0.615,2,2,1.0,2,2,1.0,6,9,1,0,1,3,8,43.0,1.441,1.441,F,117.6,107.0,10.7,0.143,0.257,0.195,0.069,2.0,0.147,0.72,101.42,98.95,0.161,82.46,"APR 17, 2022",240,42,89,0.472,12,33,0.364,19,24,0.792,14,29,43,24,12,5,14,24,115,115.5082362394536,12.0,6.0,29.0,0.5384615384615384,1610612751,115.5082362394536,99.56,99.56,99.56,1,0.15,0.15,0.15,20.0,20.0,20.0,,,,20.0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
