player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,simulation_method
Alex Sarr,Jonathan Kuminga,13.5,16.5,12.72,14.27,under,under,0.603,0.809,0.4389,0.025,0.231,0.128,0.32,0.158,0,Monte Carlo
Malik Monk,Ivica Zubac,12.5,15.5,14.57,13.35,over,under,0.795,0.617,0.4412,0.217,0.039,0.128,0.32,0.162,0,Monte Carlo
Tre Johnson,Moses Moody,13.5,9.5,12.94,11.3,under,over,0.601,0.81,0.4379,0.023,0.232,0.127,0.31,0.157,0,Monte Carlo
Bam Adebayo,Shai Gilgeous-Alexander,21.5,32.5,22.79,23.05,over,under,0.561,0.863,0.4359,-0.017,0.285,0.134,0.31,0.154,0,Monte Carlo
Khris Middleton,Brandin Podziemski,13.5,11.5,14.53,8.55,over,under,0.553,0.877,0.4365,-0.025,0.299,0.137,0.31,0.155,0,Monte Carlo
Shai Gilgeous-Alexander,James Harden,32.5,20.5,23.05,19.4,under,under,0.866,0.559,0.4355,0.288,-0.019,0.134,0.31,0.153,0,Monte Carlo
Quentin Grimes,Mikal Bridges,14.5,14.5,16.06,11.73,over,under,0.584,0.83,0.436,0.006,0.252,0.129,0.31,0.154,0,Monte Carlo
Keon Ellis,Shai Gilgeous-Alexander,6.5,32.5,5.92,23.05,under,under,0.563,0.863,0.4373,-0.015,0.285,0.135,0.31,0.156,0,Monte Carlo
VJ Edgecombe,Collin Sexton,19.5,18.5,26.29,17.15,over,under,0.826,0.587,0.4363,0.248,0.009,0.128,0.31,0.155,0,Monte Carlo
VJ Edgecombe,Dru Smith,19.5,5.5,26.29,7.0,over,over,0.826,0.587,0.4365,0.248,0.009,0.128,0.31,0.155,0,Monte Carlo
Miles Bridges,Josh Hart,19.5,9.5,19.46,5.8,under,under,0.506,0.958,0.4362,-0.072,0.38,0.154,0.31,0.154,0,Monte Carlo
Alex Sarr,Malik Monk,13.5,12.5,12.72,14.57,under,over,0.603,0.803,0.4356,0.025,0.225,0.125,0.31,0.153,0,Monte Carlo
Miles Bridges,Giannis Antetokounmpo,19.5,30.5,19.46,21.22,under,under,0.506,0.962,0.4383,-0.072,0.384,0.156,0.31,0.157,0,Monte Carlo
Karl-Anthony Towns,Zach LaVine,22.0,21.5,18.3,22.18,under,over,0.771,0.628,0.4357,0.193,0.05,0.121,0.31,0.154,0,Monte Carlo
Tre Johnson,Jonathan Kuminga,13.5,16.5,12.94,14.27,under,under,0.601,0.809,0.4372,0.023,0.231,0.127,0.31,0.156,0,Monte Carlo
Norman Powell,Cole Anthony,22.5,10.5,21.41,7.89,under,under,0.548,0.882,0.4353,-0.03,0.304,0.137,0.31,0.153,0,Monte Carlo
LaMelo Ball,Kawhi Leonard,25.5,24.5,22.82,20.35,under,under,0.672,0.715,0.4324,0.094,0.137,0.115,0.3,0.149,0,Monte Carlo
Dru Smith,Mikal Bridges,5.5,14.5,7.0,11.73,over,under,0.58,0.83,0.4335,0.002,0.252,0.127,0.3,0.15,0,Monte Carlo
Khris Middleton,John Collins,13.5,13.5,14.53,10.19,over,under,0.553,0.871,0.4336,-0.025,0.293,0.134,0.3,0.15,0,Monte Carlo
Jalen Brunson,Ivica Zubac,27.5,15.5,23.13,13.35,under,under,0.778,0.617,0.4319,0.2,0.039,0.119,0.3,0.148,0,Monte Carlo
Draymond Green,Kawhi Leonard,8.5,24.5,9.95,20.35,over,under,0.674,0.715,0.4335,0.096,0.137,0.116,0.3,0.15,0,Monte Carlo
Kel'el Ware,Jalen Brunson,10.5,27.5,13.42,23.13,over,under,0.627,0.77,0.4344,0.049,0.192,0.12,0.3,0.152,0,Monte Carlo
Ryan Kalkbrenner,Kyle Kuzma,8.0,8.5,10.67,9.15,over,over,0.777,0.621,0.4339,0.199,0.043,0.121,0.3,0.151,0,Monte Carlo
Jalen Brunson,Kyle Kuzma,27.5,8.5,23.13,9.15,under,over,0.778,0.621,0.4347,0.2,0.043,0.121,0.3,0.152,0,Monte Carlo
Tre Johnson,Malik Monk,13.5,12.5,12.94,14.57,under,over,0.601,0.803,0.4339,0.023,0.225,0.124,0.3,0.151,0,Monte Carlo
Kon Knueppel,Zach LaVine,13.5,21.5,11.34,22.18,under,over,0.768,0.628,0.4342,0.19,0.05,0.12,0.3,0.151,0,Monte Carlo
Kel'el Ware,Ryan Rollins,10.5,11.0,13.42,13.11,over,over,0.627,0.77,0.4346,0.049,0.192,0.121,0.3,0.152,0,Monte Carlo
Norman Powell,Brandin Podziemski,22.5,11.5,21.41,8.55,under,under,0.548,0.877,0.4326,-0.03,0.299,0.134,0.3,0.149,0,Monte Carlo
Cole Anthony,Kris Dunn,10.5,6.5,7.89,7.18,under,over,0.887,0.543,0.4331,0.309,-0.035,0.137,0.3,0.15,0,Monte Carlo
Corey Kispert,Kawhi Leonard,8.0,24.5,6.69,20.35,under,under,0.67,0.715,0.4306,0.091,0.137,0.114,0.29,0.146,0,Monte Carlo
Ryan Kalkbrenner,Ivica Zubac,8.0,15.5,10.67,13.35,over,under,0.777,0.617,0.4312,0.199,0.039,0.119,0.29,0.147,0,Monte Carlo
Karl-Anthony Towns,Kyle Kuzma,22.0,8.5,18.3,9.15,under,over,0.771,0.621,0.4308,0.193,0.043,0.118,0.29,0.146,0,Monte Carlo
Ryan Rollins,Zach LaVine,11.0,21.5,13.11,22.18,over,over,0.763,0.628,0.4312,0.185,0.05,0.117,0.29,0.147,0,Monte Carlo
Collin Sexton,Jonathan Kuminga,18.5,16.5,17.15,14.27,under,under,0.59,0.809,0.4298,0.012,0.231,0.122,0.29,0.145,0,Monte Carlo
Ryan Kalkbrenner,Bobby Portis,8.0,9.5,10.67,7.54,over,under,0.777,0.617,0.4312,0.199,0.039,0.119,0.29,0.147,0,Monte Carlo
Collin Sexton,Moses Moody,18.5,9.5,17.15,11.3,under,over,0.59,0.81,0.4305,0.012,0.232,0.122,0.29,0.146,0,Monte Carlo
Kon Knueppel,Kyle Kuzma,13.5,8.5,11.34,9.15,under,over,0.768,0.621,0.4293,0.19,0.043,0.116,0.29,0.144,0,Monte Carlo
Norman Powell,John Collins,22.5,13.5,21.41,10.19,under,under,0.548,0.871,0.4297,-0.03,0.293,0.132,0.29,0.145,0,Monte Carlo
DeMar DeRozan,Draymond Green,19.5,8.5,15.71,9.95,under,over,0.703,0.677,0.4288,0.125,0.099,0.112,0.29,0.143,0,Monte Carlo
Khris Middleton,Shai Gilgeous-Alexander,13.5,32.5,14.53,23.05,over,under,0.553,0.863,0.4295,-0.025,0.285,0.13,0.29,0.144,0,Monte Carlo
DeMar DeRozan,Brook Lopez,19.5,6.5,15.71,9.53,under,over,0.703,0.681,0.4311,0.125,0.103,0.114,0.29,0.147,0,Monte Carlo
Kel'el Ware,Karl-Anthony Towns,10.5,22.0,13.42,18.3,over,under,0.627,0.763,0.4304,0.049,0.185,0.117,0.29,0.146,0,Monte Carlo
Kel'el Ware,Kon Knueppel,10.5,13.5,13.42,11.34,over,under,0.627,0.76,0.4291,0.049,0.182,0.116,0.29,0.144,0,Monte Carlo
Brandin Podziemski,Kris Dunn,11.5,6.5,8.55,7.18,under,over,0.879,0.543,0.4292,0.301,-0.035,0.133,0.29,0.144,0,Monte Carlo
Cole Anthony,Stephen Curry,10.5,24.5,7.89,23.75,under,under,0.887,0.532,0.425,0.309,-0.046,0.132,0.28,0.138,0,Monte Carlo
Bobby Portis,Jalen Brunson,9.5,27.5,7.54,23.13,under,under,0.618,0.77,0.4283,0.04,0.192,0.116,0.28,0.142,0,Monte Carlo
Karl-Anthony Towns,Ivica Zubac,22.0,15.5,18.3,13.35,under,under,0.771,0.617,0.4281,0.193,0.039,0.116,0.28,0.142,0,Monte Carlo
Isaiah Hartenstein,Kawhi Leonard,10.5,24.5,8.01,20.35,under,under,0.665,0.715,0.4276,0.087,0.137,0.112,0.28,0.141,0,Monte Carlo
Alex Sarr,Ryan Kalkbrenner,13.5,8.0,12.72,10.67,under,over,0.603,0.785,0.4259,0.025,0.207,0.116,0.28,0.139,0,Monte Carlo
Norman Powell,Shai Gilgeous-Alexander,22.5,32.5,21.41,23.05,under,under,0.548,0.863,0.4257,-0.03,0.285,0.127,0.28,0.139,0,Monte Carlo
VJ Edgecombe,Cam Whitmore,19.5,10.5,26.29,11.28,over,over,0.826,0.573,0.426,0.248,-0.005,0.121,0.28,0.139,0,Monte Carlo
Kon Knueppel,Bobby Portis,13.5,9.5,11.34,7.54,under,under,0.768,0.617,0.4266,0.19,0.039,0.115,0.28,0.14,0,Monte Carlo
Kon Knueppel,Ivica Zubac,13.5,15.5,11.34,13.35,under,under,0.768,0.617,0.4266,0.19,0.039,0.115,0.28,0.14,0,Monte Carlo
Collin Sexton,Malik Monk,18.5,12.5,17.15,14.57,under,over,0.59,0.803,0.4265,0.012,0.225,0.118,0.28,0.14,0,Monte Carlo
Kyshawn George,Kawhi Leonard,14.5,24.5,17.68,20.35,over,under,0.662,0.715,0.4257,0.084,0.137,0.11,0.28,0.139,0,Monte Carlo
Quentin Grimes,Moses Moody,14.5,9.5,16.06,11.3,over,over,0.584,0.81,0.4257,0.006,0.232,0.119,0.28,0.139,0,Monte Carlo
Quentin Grimes,Jonathan Kuminga,14.5,16.5,16.06,14.27,over,under,0.584,0.809,0.425,0.006,0.231,0.118,0.28,0.138,0,Monte Carlo
Davion Mitchell,Kawhi Leonard,10.5,24.5,6.7,20.35,under,under,0.665,0.715,0.4277,0.087,0.137,0.112,0.28,0.142,0,Monte Carlo
Malik Monk,Buddy Hield,12.5,7.5,14.57,9.45,over,over,0.795,0.596,0.4264,0.217,0.018,0.117,0.28,0.14,0,Monte Carlo
Shai Gilgeous-Alexander,Kris Dunn,32.5,6.5,23.05,7.18,under,over,0.866,0.543,0.4229,0.288,-0.035,0.126,0.27,0.134,0,Monte Carlo
Ryan Rollins,Ivica Zubac,11.0,15.5,13.11,13.35,over,under,0.763,0.617,0.4236,0.185,0.039,0.112,0.27,0.135,0,Monte Carlo
Tre Johnson,Ryan Kalkbrenner,13.5,8.0,12.94,10.67,under,over,0.601,0.785,0.4243,0.023,0.207,0.115,0.27,0.136,0,Monte Carlo
Andrew Wiggins,Mikal Bridges,16.5,14.5,15.22,11.73,under,under,0.567,0.83,0.4237,-0.011,0.252,0.12,0.27,0.136,0,Monte Carlo
VJ Edgecombe,Bam Adebayo,19.5,21.5,26.29,22.79,over,over,0.826,0.568,0.4219,0.248,-0.01,0.119,0.27,0.133,0,Monte Carlo
Quentin Grimes,Malik Monk,14.5,12.5,16.06,14.57,over,over,0.584,0.803,0.4218,0.006,0.225,0.115,0.27,0.133,0,Monte Carlo
Cam Whitmore,Mikal Bridges,10.5,14.5,11.28,11.73,over,under,0.566,0.83,0.4226,-0.012,0.252,0.12,0.27,0.134,0,Monte Carlo
LaMelo Ball,DeMar DeRozan,25.5,19.5,22.82,15.71,under,under,0.672,0.698,0.4226,0.094,0.12,0.107,0.27,0.134,0,Monte Carlo
Cole Anthony,Al Horford,10.5,7.5,7.89,7.65,under,over,0.887,0.532,0.4248,0.309,-0.046,0.131,0.27,0.137,0,Monte Carlo
VJ Edgecombe,Chris Paul,19.5,4.5,26.29,5.04,over,over,0.826,0.568,0.4221,0.248,-0.01,0.119,0.27,0.133,0,Monte Carlo
Dru Smith,Jonathan Kuminga,5.5,16.5,7.0,14.27,over,under,0.58,0.809,0.4226,0.002,0.231,0.117,0.27,0.134,0,Monte Carlo
Cole Anthony,Aaron Wiggins,10.5,12.5,7.89,13.02,under,over,0.887,0.53,0.4227,0.309,-0.049,0.13,0.27,0.134,0,Monte Carlo
Dru Smith,Moses Moody,5.5,9.5,7.0,11.3,over,over,0.58,0.81,0.4233,0.002,0.232,0.117,0.27,0.135,0,Monte Carlo
VJ Edgecombe,Andrew Wiggins,19.5,16.5,26.29,15.22,over,under,0.826,0.568,0.4223,0.248,-0.01,0.119,0.27,0.133,0,Monte Carlo
Mikal Bridges,Chris Paul,14.5,4.5,11.73,5.04,under,over,0.831,0.568,0.4245,0.253,-0.01,0.121,0.27,0.137,0,Monte Carlo
Bobby Portis,Karl-Anthony Towns,9.5,22.0,7.54,18.3,under,under,0.618,0.763,0.4244,0.04,0.185,0.112,0.27,0.137,0,Monte Carlo
Russell Westbrook,Brandin Podziemski,7.5,11.5,7.34,8.55,under,under,0.531,0.877,0.4189,-0.047,0.299,0.126,0.26,0.128,0,Monte Carlo
VJ Edgecombe,Cason Wallace,19.5,9.5,26.29,8.11,over,under,0.826,0.563,0.4187,0.248,-0.015,0.116,0.26,0.128,0,Monte Carlo
Dru Smith,Malik Monk,5.5,12.5,7.0,14.57,over,over,0.58,0.803,0.4194,0.002,0.225,0.114,0.26,0.129,0,Monte Carlo
Bam Adebayo,Mikal Bridges,21.5,14.5,22.79,11.73,over,under,0.561,0.83,0.4192,-0.017,0.252,0.117,0.26,0.129,0,Monte Carlo
Mikal Bridges,Keon Ellis,14.5,6.5,11.73,5.92,under,under,0.831,0.561,0.4197,0.253,-0.017,0.118,0.26,0.13,0,Monte Carlo
Cole Anthony,Russell Westbrook,10.5,7.5,7.89,7.34,under,under,0.887,0.528,0.4212,0.309,-0.05,0.129,0.26,0.132,0,Monte Carlo
Corey Kispert,DeMar DeRozan,8.0,19.5,6.69,15.71,under,under,0.67,0.698,0.4209,0.091,0.12,0.106,0.26,0.131,0,Monte Carlo
Stephen Curry,John Collins,24.5,13.5,23.75,10.19,under,under,0.537,0.871,0.4209,-0.041,0.293,0.126,0.26,0.131,0,Monte Carlo
Mikal Bridges,Cason Wallace,14.5,9.5,11.73,8.11,under,under,0.831,0.563,0.4211,0.253,-0.015,0.119,0.26,0.132,0,Monte Carlo
Alex Sarr,Jalen Brunson,13.5,27.5,12.72,23.13,under,under,0.603,0.77,0.4177,0.025,0.192,0.108,0.25,0.127,0,Monte Carlo
Jalen Brunson,Buddy Hield,27.5,7.5,23.13,9.45,under,over,0.778,0.596,0.4174,0.2,0.018,0.109,0.25,0.126,0,Monte Carlo
Alex Sarr,Ryan Rollins,13.5,11.0,12.72,13.11,under,over,0.603,0.77,0.4179,0.025,0.192,0.108,0.25,0.127,0,Monte Carlo
Ryan Kalkbrenner,Buddy Hield,8.0,7.5,10.67,9.45,over,over,0.777,0.596,0.4167,0.199,0.018,0.108,0.25,0.125,0,Monte Carlo
VJ Edgecombe,James Harden,19.5,20.5,26.29,19.4,over,under,0.826,0.559,0.4153,0.248,-0.019,0.114,0.25,0.123,0,Monte Carlo
Cole Anthony,Chet Holmgren,10.5,18.5,7.89,18.85,under,over,0.887,0.522,0.4166,0.309,-0.056,0.126,0.25,0.125,0,Monte Carlo
Tre Johnson,Ryan Rollins,13.5,11.0,12.94,13.11,under,over,0.601,0.77,0.4163,0.023,0.192,0.107,0.25,0.124,0,Monte Carlo
Khris Middleton,VJ Edgecombe,13.5,19.5,14.53,26.29,over,over,0.553,0.834,0.4153,-0.025,0.256,0.116,0.25,0.123,0,Monte Carlo
Luguentz Dort,Kawhi Leonard,9.5,24.5,8.56,20.35,under,under,0.647,0.715,0.416,0.069,0.137,0.103,0.25,0.124,0,Monte Carlo
VJ Edgecombe,Keon Ellis,19.5,6.5,26.29,5.92,over,under,0.826,0.561,0.4172,0.248,-0.017,0.116,0.25,0.126,0,Monte Carlo
Mikal Bridges,James Harden,14.5,20.5,11.73,19.4,under,under,0.831,0.559,0.4177,0.253,-0.019,0.117,0.25,0.127,0,Monte Carlo
DeMar DeRozan,Isaiah Hartenstein,19.5,10.5,15.71,8.01,under,under,0.703,0.659,0.4169,0.125,0.081,0.103,0.25,0.125,0,Monte Carlo
Davion Mitchell,DeMar DeRozan,10.5,19.5,6.7,15.71,under,under,0.665,0.698,0.4181,0.087,0.12,0.104,0.25,0.127,0,Monte Carlo
Tre Johnson,Jalen Brunson,13.5,27.5,12.94,23.13,under,under,0.601,0.77,0.4161,0.023,0.192,0.107,0.25,0.124,0,Monte Carlo
Myles Turner,Kawhi Leonard,13.5,24.5,11.52,20.35,under,under,0.65,0.715,0.4182,0.072,0.137,0.104,0.25,0.127,0,Monte Carlo
Jonathan Kuminga,Chris Paul,16.5,4.5,14.27,5.04,under,over,0.815,0.568,0.4164,0.237,-0.01,0.113,0.25,0.125,0,Monte Carlo
Al Horford,John Collins,7.5,13.5,7.65,10.19,over,under,0.53,0.871,0.4151,-0.049,0.293,0.122,0.25,0.123,0,Monte Carlo
Russell Westbrook,John Collins,7.5,13.5,7.34,10.19,under,under,0.531,0.871,0.4162,-0.047,0.293,0.123,0.25,0.124,0,Monte Carlo
Kyshawn George,DeMar DeRozan,14.5,19.5,17.68,15.71,over,under,0.662,0.698,0.416,0.084,0.12,0.102,0.25,0.124,0,Monte Carlo
OG Anunoby,Cole Anthony,15.5,10.5,15.0,7.89,under,under,0.524,0.882,0.4165,-0.054,0.304,0.125,0.25,0.125,0,Monte Carlo
Alex Sarr,Kon Knueppel,13.5,13.5,12.72,11.34,under,under,0.603,0.76,0.4126,0.025,0.182,0.104,0.24,0.119,0,Monte Carlo
Karl-Anthony Towns,Buddy Hield,22.0,7.5,18.3,9.45,under,over,0.771,0.596,0.4137,0.193,0.018,0.106,0.24,0.121,0,Monte Carlo
OG Anunoby,Brandin Podziemski,15.5,11.5,15.0,8.55,under,under,0.524,0.877,0.4139,-0.054,0.299,0.123,0.24,0.121,0,Monte Carlo
Cole Anthony,Ajay Mitchell,10.5,14.5,7.89,14.74,under,over,0.887,0.518,0.4133,0.309,-0.06,0.124,0.24,0.12,0,Monte Carlo
Shai Gilgeous-Alexander,Al Horford,32.5,7.5,23.05,7.65,under,over,0.866,0.532,0.4147,0.288,-0.046,0.121,0.24,0.122,0,Monte Carlo
Cam Whitmore,Jonathan Kuminga,10.5,16.5,11.28,14.27,over,under,0.566,0.809,0.4119,-0.012,0.231,0.109,0.24,0.118,0,Monte Carlo
Tyrese Maxey,Kawhi Leonard,28.5,24.5,25.84,20.35,under,under,0.645,0.715,0.4149,0.067,0.137,0.102,0.24,0.122,0,Monte Carlo
Cam Whitmore,Moses Moody,10.5,9.5,11.28,11.3,over,over,0.566,0.81,0.4126,-0.012,0.232,0.11,0.24,0.119,0,Monte Carlo
Alex Sarr,Karl-Anthony Towns,13.5,22.0,12.72,18.3,under,under,0.603,0.763,0.4139,0.025,0.185,0.105,0.24,0.121,0,Monte Carlo
Khris Middleton,Mikal Bridges,13.5,14.5,14.53,11.73,over,under,0.553,0.83,0.4131,-0.025,0.252,0.113,0.24,0.12,0,Monte Carlo
LaMelo Ball,Brook Lopez,25.5,6.5,22.82,9.53,under,over,0.672,0.681,0.4121,0.094,0.103,0.099,0.24,0.118,0,Monte Carlo
Andrew Wiggins,Jonathan Kuminga,16.5,16.5,15.22,14.27,under,under,0.567,0.809,0.413,-0.011,0.231,0.11,0.24,0.12,0,Monte Carlo
Tre Johnson,Karl-Anthony Towns,13.5,22.0,12.94,18.3,under,under,0.601,0.763,0.4123,0.023,0.185,0.104,0.24,0.118,0,Monte Carlo
Andrew Wiggins,Moses Moody,16.5,9.5,15.22,11.3,under,over,0.567,0.81,0.4137,-0.011,0.232,0.111,0.24,0.12,0,Monte Carlo
Draymond Green,Brook Lopez,8.5,6.5,9.95,9.53,over,over,0.674,0.681,0.413,0.096,0.103,0.099,0.24,0.12,0,Monte Carlo
Kon Knueppel,Buddy Hield,13.5,7.5,11.34,9.45,under,over,0.768,0.596,0.4122,0.19,0.018,0.104,0.24,0.118,0,Monte Carlo
Aaron Wiggins,Brandin Podziemski,12.5,11.5,13.02,8.55,over,under,0.525,0.877,0.4144,-0.053,0.299,0.123,0.24,0.122,0,Monte Carlo
Shai Gilgeous-Alexander,Stephen Curry,32.5,24.5,23.05,23.75,under,under,0.866,0.532,0.415,0.288,-0.046,0.121,0.24,0.122,0,Monte Carlo
Quentin Grimes,Ryan Kalkbrenner,14.5,8.0,16.06,10.67,over,over,0.584,0.785,0.4125,0.006,0.207,0.106,0.24,0.119,0,Monte Carlo
Cam Whitmore,Malik Monk,10.5,12.5,11.28,14.57,over,over,0.566,0.803,0.4088,-0.012,0.225,0.106,0.23,0.113,0,Monte Carlo
Keon Ellis,Jonathan Kuminga,6.5,16.5,5.92,14.27,under,under,0.563,0.809,0.4099,-0.015,0.231,0.108,0.23,0.115,0,Monte Carlo
Cason Wallace,Jonathan Kuminga,9.5,16.5,8.11,14.27,under,under,0.564,0.809,0.4109,-0.014,0.231,0.109,0.23,0.116,0,Monte Carlo
Collin Sexton,Ryan Rollins,18.5,11.0,17.15,13.11,under,over,0.59,0.77,0.4093,0.012,0.192,0.102,0.23,0.114,0,Monte Carlo
Corey Kispert,Brook Lopez,8.0,6.5,6.69,9.53,under,over,0.67,0.681,0.4103,0.091,0.103,0.097,0.23,0.116,0,Monte Carlo
Jonathan Kuminga,James Harden,16.5,20.5,14.27,19.4,under,under,0.815,0.559,0.4097,0.237,-0.019,0.109,0.23,0.115,0,Monte Carlo
Tre Mann,Cole Anthony,8.5,10.5,8.79,7.89,over,under,0.517,0.882,0.4105,-0.061,0.304,0.122,0.23,0.116,0,Monte Carlo
Shai Gilgeous-Alexander,Russell Westbrook,32.5,7.5,23.05,7.34,under,under,0.866,0.528,0.4112,0.288,-0.05,0.119,0.23,0.117,0,Monte Carlo
Keon Ellis,Moses Moody,6.5,9.5,5.92,11.3,under,over,0.563,0.81,0.4106,-0.015,0.232,0.109,0.23,0.116,0,Monte Carlo
Cason Wallace,Moses Moody,9.5,9.5,8.11,11.3,under,over,0.564,0.81,0.4115,-0.014,0.232,0.109,0.23,0.117,0,Monte Carlo
Andrew Wiggins,Malik Monk,16.5,12.5,15.22,14.57,under,over,0.567,0.803,0.4098,-0.011,0.225,0.107,0.23,0.115,0,Monte Carlo
Collin Sexton,Jalen Brunson,18.5,27.5,17.15,23.13,under,under,0.59,0.77,0.409,0.012,0.192,0.102,0.23,0.114,0,Monte Carlo
Bam Adebayo,Moses Moody,21.5,9.5,22.79,11.3,over,over,0.561,0.81,0.4093,-0.017,0.232,0.108,0.23,0.114,0,Monte Carlo
Ryan Rollins,Buddy Hield,11.0,7.5,13.11,9.45,over,over,0.763,0.596,0.4094,0.185,0.018,0.102,0.23,0.114,0,Monte Carlo
Tre Johnson,Kon Knueppel,13.5,13.5,12.94,11.34,under,under,0.601,0.76,0.411,0.023,0.182,0.102,0.23,0.117,0,Monte Carlo
Norman Powell,Mikal Bridges,22.5,14.5,21.41,11.73,under,under,0.548,0.83,0.4094,-0.03,0.252,0.111,0.23,0.114,0,Monte Carlo
Aaron Wiggins,John Collins,12.5,13.5,13.02,10.19,over,under,0.525,0.871,0.4116,-0.053,0.293,0.12,0.23,0.117,0,Monte Carlo
LaMelo Ball,Draymond Green,25.5,8.5,22.82,9.95,under,over,0.672,0.677,0.4099,0.094,0.099,0.097,0.23,0.115,0,Monte Carlo
OG Anunoby,John Collins,15.5,13.5,15.0,10.19,under,under,0.524,0.871,0.4112,-0.054,0.293,0.12,0.23,0.117,0,Monte Carlo
Dru Smith,Ryan Kalkbrenner,5.5,8.0,7.0,10.67,over,over,0.58,0.785,0.4101,0.002,0.207,0.105,0.23,0.115,0,Monte Carlo
Bam Adebayo,Jonathan Kuminga,21.5,16.5,22.79,14.27,over,under,0.561,0.809,0.4086,-0.017,0.231,0.107,0.23,0.113,0,Monte Carlo
Myles Turner,DeMar DeRozan,13.5,19.5,11.52,15.71,under,under,0.65,0.698,0.4087,0.072,0.12,0.096,0.23,0.113,0,Monte Carlo
Moses Moody,Chris Paul,9.5,4.5,11.3,5.04,over,over,0.802,0.568,0.4098,0.224,-0.01,0.107,0.23,0.115,0,Monte Carlo
Isaiah Hartenstein,Brook Lopez,10.5,6.5,8.01,9.53,under,over,0.665,0.681,0.4075,0.087,0.103,0.095,0.22,0.111,0,Monte Carlo
Corey Kispert,Draymond Green,8.0,8.5,6.69,9.95,under,over,0.67,0.677,0.4082,0.091,0.099,0.095,0.22,0.112,0,Monte Carlo
Bam Adebayo,Malik Monk,21.5,12.5,22.79,14.57,over,over,0.561,0.803,0.4055,-0.017,0.225,0.104,0.22,0.108,0,Monte Carlo
Isaiah Hartenstein,Draymond Green,10.5,8.5,8.01,9.95,under,over,0.665,0.677,0.4053,0.087,0.099,0.093,0.22,0.108,0,Monte Carlo
Tre Mann,Brandin Podziemski,8.5,11.5,8.79,8.55,over,under,0.517,0.877,0.408,-0.061,0.299,0.119,0.22,0.112,0,Monte Carlo
Luguentz Dort,DeMar DeRozan,9.5,19.5,8.56,15.71,under,under,0.647,0.698,0.4066,0.069,0.12,0.095,0.22,0.11,0,Monte Carlo
OG Anunoby,Shai Gilgeous-Alexander,15.5,32.5,15.0,23.05,under,under,0.524,0.863,0.4073,-0.054,0.285,0.116,0.22,0.111,0,Monte Carlo
Tre Mann,John Collins,8.5,13.5,8.79,10.19,over,under,0.517,0.871,0.4053,-0.061,0.293,0.116,0.22,0.108,0,Monte Carlo
Chet Holmgren,Brandin Podziemski,18.5,11.5,18.85,8.55,over,under,0.516,0.877,0.4074,-0.062,0.299,0.118,0.22,0.111,0,Monte Carlo
Davion Mitchell,Draymond Green,10.5,8.5,6.7,9.95,under,over,0.665,0.677,0.4054,0.087,0.099,0.093,0.22,0.108,0,Monte Carlo
Mikal Bridges,Kris Dunn,14.5,6.5,11.73,7.18,under,over,0.831,0.543,0.4056,0.253,-0.035,0.109,0.22,0.108,0,Monte Carlo
Collin Sexton,Karl-Anthony Towns,18.5,22.0,17.15,18.3,under,under,0.59,0.763,0.4053,0.012,0.185,0.099,0.22,0.108,0,Monte Carlo
Tyrese Maxey,DeMar DeRozan,28.5,19.5,25.84,15.71,under,under,0.645,0.698,0.4055,0.067,0.12,0.094,0.22,0.108,0,Monte Carlo
Davion Mitchell,Brook Lopez,10.5,6.5,6.7,9.53,under,over,0.665,0.681,0.4076,0.087,0.103,0.095,0.22,0.111,0,Monte Carlo
Malik Monk,Chris Paul,12.5,4.5,14.57,5.04,over,over,0.795,0.568,0.4062,0.217,-0.01,0.103,0.22,0.109,0,Monte Carlo
Kyshawn George,Brook Lopez,14.5,6.5,17.68,9.53,over,over,0.662,0.681,0.4056,0.084,0.103,0.093,0.22,0.108,0,Monte Carlo
Quentin Grimes,Jalen Brunson,14.5,27.5,16.06,23.13,over,under,0.584,0.77,0.4045,0.006,0.192,0.099,0.21,0.107,0,Monte Carlo
VJ Edgecombe,Norman Powell,19.5,22.5,26.29,21.41,over,under,0.826,0.545,0.4049,0.248,-0.033,0.107,0.21,0.107,0,Monte Carlo
Moses Moody,James Harden,9.5,20.5,11.3,19.4,over,under,0.802,0.559,0.4032,0.224,-0.019,0.102,0.21,0.105,0,Monte Carlo
Chet Holmgren,John Collins,18.5,13.5,18.85,10.19,over,under,0.516,0.871,0.4047,-0.062,0.293,0.116,0.21,0.107,0,Monte Carlo
Quentin Grimes,Ryan Rollins,14.5,11.0,16.06,13.11,over,over,0.584,0.77,0.4047,0.006,0.192,0.099,0.21,0.107,0,Monte Carlo
Ajay Mitchell,Brandin Podziemski,14.5,11.5,14.74,8.55,over,under,0.511,0.877,0.4032,-0.067,0.299,0.116,0.21,0.105,0,Monte Carlo
Dru Smith,Jalen Brunson,5.5,27.5,7.0,23.13,over,under,0.58,0.77,0.4022,0.002,0.192,0.097,0.21,0.103,0,Monte Carlo
Khris Middleton,Jonathan Kuminga,13.5,16.5,14.53,14.27,over,under,0.553,0.809,0.4027,-0.025,0.231,0.103,0.21,0.104,0,Monte Carlo
VJ Edgecombe,Kris Dunn,19.5,6.5,26.29,7.18,over,over,0.826,0.543,0.4033,0.248,-0.035,0.106,0.21,0.105,0,Monte Carlo
