NAME,BOOKMAKER,CATEGORY,LINE,ODDS,SIDE,PREDICTION,RECOMMENDATION,OVER%,UNDER%,IMPLIED PROB,MODEL PROB,EDGE,EV%,KELLY_FRACTION,KELLY_DOLLARS,CONFIDENCE INTERVAL,INTERVAL WIDTH,SIGMA,SIGMA FLAG,SIMULATION_METHOD
Onyeka Okongwu,BetRivers,player_points,14.5,118,Over,15.92,0,0.571,0.429,0.459,0.571,0.112,2.45,0.207,2.45,"(0.4, 31.5)",31.13,7.94,High,Analytical
Jalen Suggs,BetRivers,player_points,10.5,-117,Over,13.63,0,0.671,0.329,0.539,0.671,0.132,2.45,0.287,2.14,"(0.0, 27.5)",27.48,7.07,High,Analytical
Deandre Ayton,DraftKings,player_points,15.5,-113,Over,18.6,0,0.661,0.339,0.531,0.661,0.13,2.45,0.277,2.21,"(3.9, 33.3)",29.34,7.48,High,Analytical
Svi Mykhailiuk,Bovada,player_points,8.5,-130,Over,12.47,0,0.704,0.296,0.565,0.704,0.139,2.45,0.319,1.92,"(0.0, 27.0)",26.99,7.41,High,Analytical
Jamal Shead,Bovada,player_points,4.5,-180,Over,9.58,0,0.8,0.2,0.643,0.8,0.157,2.44,0.44,1.39,"(0.0, 21.4)",21.41,6.03,High,Analytical
Anthony Davis,BetMGM,player_points,25.5,-125,Over,30.99,0,0.69,0.31,0.556,0.69,0.135,2.42,0.303,2.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Nikola Vucevic,FanDuel,player_points,19.5,-104,Over,23.2,0,0.633,0.367,0.51,0.633,0.124,2.42,0.252,2.4,"(1.9, 44.5)",42.6,10.87,High,Analytical
Mike Conley,BetRivers,player_points,7.5,-155,Over,12.56,0,0.755,0.245,0.608,0.755,0.147,2.42,0.375,1.61,"(0.0, 26.9)",26.92,7.33,High,Analytical
Ayo Dosunmu,Bovada,player_points,13.5,-110,Over,16.32,0,0.65,0.35,0.524,0.65,0.127,2.42,0.266,2.27,"(2.0, 30.6)",28.59,7.29,High,Analytical
Anthony Davis,Bovada,player_points,25.5,-125,Over,30.99,0,0.69,0.31,0.556,0.69,0.135,2.42,0.303,2.0,"(9.3, 52.7)",43.37,11.06,High,Analytical
Cedric Coward,DraftKings,player_points,11.5,-116,Over,15.75,0,0.666,0.334,0.537,0.666,0.129,2.41,0.28,2.16,"(0.0, 35.1)",35.1,9.87,High,Analytical
Kris Murray,Bovada,player_points,4.5,-170,Over,9.01,0,0.781,0.219,0.63,0.781,0.152,2.41,0.41,1.47,"(0.0, 20.4)",20.4,5.81,Med,Analytical
Jerami Grant,DraftKings,player_points,16.5,-108,Over,20.06,0,0.644,0.356,0.519,0.644,0.125,2.41,0.26,2.31,"(1.2, 38.9)",37.71,9.62,High,Analytical
Jake LaRavia,Bovada,player_points,11.5,155,Over,11.27,0,0.487,0.513,0.392,0.487,0.095,2.41,0.156,2.41,"(0.0, 24.6)",24.63,6.81,High,Analytical
Domantas Sabonis,DraftKings,player_points,17.5,-121,Under,14.42,0,0.321,0.679,0.548,0.679,0.132,2.41,0.292,2.07,"(1.5, 27.4)",25.88,6.6,High,Analytical
Paolo Banchero,FanDuel,player_points,24.5,-104,Over,28.58,0,0.632,0.368,0.51,0.632,0.122,2.4,0.249,2.4,"(4.9, 52.3)",47.39,12.09,High,Analytical
Cameron Johnson,BetOnline.ag,player_points,11.5,-109,Over,15.93,0,0.646,0.354,0.522,0.646,0.125,2.39,0.261,2.29,"(0.0, 39.0)",39.05,11.8,High,Analytical
Duncan Robinson,Bovada,player_points,10.5,125,Over,11.51,0,0.55,0.45,0.444,0.55,0.106,2.39,0.191,2.39,"(0.0, 27.1)",27.14,7.98,High,Analytical
Cameron Johnson,DraftKings,player_points,11.5,-109,Over,15.93,0,0.646,0.354,0.522,0.646,0.125,2.39,0.261,2.29,"(0.0, 39.0)",39.05,11.8,High,Analytical
Nikola Jokic,Bovada,player_points,27.5,-130,Under,22.0,0,0.3,0.7,0.565,0.7,0.135,2.39,0.311,1.92,"(1.5, 42.5)",41.04,10.47,High,Analytical
Paolo Banchero,BetRivers,player_points,26.5,118,Over,28.58,0,0.568,0.432,0.459,0.568,0.109,2.39,0.202,2.39,"(4.9, 52.3)",47.39,12.09,High,Analytical
Ayo Dosunmu,BetOnline.ag,player_points,12.5,-130,Over,16.32,0,0.7,0.3,0.565,0.7,0.135,2.38,0.309,1.92,"(2.0, 30.6)",28.59,7.29,High,Analytical
Zach LaVine,FanDuel,player_points,22.5,-122,Over,27.68,0,0.68,0.32,0.55,0.68,0.131,2.38,0.29,2.05,"(6.0, 49.4)",43.38,11.07,High,Analytical
Derik Queen,BetMGM,player_points,8.5,-125,Over,11.84,0,0.688,0.312,0.556,0.688,0.132,2.38,0.298,2.0,"(0.0, 25.2)",25.19,6.81,High,Analytical
Rui Hachimura,DraftKings,player_points,14.5,-114,Over,17.96,0,0.659,0.341,0.533,0.659,0.127,2.38,0.271,2.19,"(1.4, 34.5)",33.04,8.43,High,Analytical
Sandro Mamukelashvili,DraftKings,player_points,8.5,-126,Over,11.99,0,0.69,0.31,0.558,0.69,0.133,2.38,0.3,1.98,"(0.0, 25.8)",25.8,7.05,High,Analytical
Jaylen Wells,Bovada,player_points,11.5,-105,Over,14.39,0,0.634,0.366,0.512,0.634,0.122,2.38,0.25,2.38,"(0.0, 30.9)",30.87,8.41,High,Analytical
Jaylen Wells,DraftKings,player_points,11.5,-105,Over,14.39,0,0.634,0.366,0.512,0.634,0.122,2.38,0.25,2.38,"(0.0, 30.9)",30.87,8.41,High,Analytical
Nikola Vucevic,BetRivers,player_points,19.5,-105,Over,23.2,0,0.633,0.367,0.512,0.633,0.121,2.37,0.248,2.37,"(1.9, 44.5)",42.6,10.87,High,Analytical
Cedric Coward,BetRivers,player_points,11.5,-117,Over,15.75,0,0.666,0.334,0.539,0.666,0.127,2.36,0.276,2.14,"(0.0, 35.1)",35.1,9.87,High,Analytical
Mike Conley,Bovada,player_points,8.5,-135,Over,12.56,0,0.71,0.29,0.574,0.71,0.136,2.36,0.319,1.85,"(0.0, 26.9)",26.92,7.33,High,Analytical
Jaylen Brown,Bovada,player_points,23.5,-120,Over,29.33,0,0.674,0.326,0.545,0.674,0.129,2.36,0.283,2.08,"(4.0, 54.7)",50.66,12.92,High,Analytical
Jaylen Wells,BetRivers,player_points,12.5,110,Over,14.39,0,0.589,0.411,0.476,0.589,0.113,2.36,0.215,2.36,"(0.0, 30.9)",30.87,8.41,High,Analytical
Jaylen Brown,BetMGM,player_points,23.5,-120,Over,29.33,0,0.674,0.326,0.545,0.674,0.129,2.36,0.283,2.08,"(4.0, 54.7)",50.66,12.92,High,Analytical
Ja Morant,Bovada,player_points,29.5,185,Over,27.67,0,0.433,0.567,0.351,0.433,0.082,2.35,0.127,2.35,"(6.3, 49.0)",42.73,10.9,High,Analytical
Paolo Banchero,BetMGM,player_points,24.5,-105,Over,28.58,0,0.632,0.368,0.512,0.632,0.12,2.34,0.246,2.34,"(4.9, 52.3)",47.39,12.09,High,Analytical
Paolo Banchero,Bovada,player_points,24.5,-105,Over,28.58,0,0.632,0.368,0.512,0.632,0.12,2.34,0.246,2.34,"(4.9, 52.3)",47.39,12.09,High,Analytical
Cameron Johnson,BetMGM,player_points,11.5,-110,Over,15.93,0,0.646,0.354,0.524,0.646,0.122,2.34,0.257,2.27,"(0.0, 39.0)",39.05,11.8,High,Analytical
Julius Randle,BetOnline.ag,player_points,24.5,-103,Over,27.9,0,0.626,0.374,0.507,0.626,0.118,2.33,0.24,2.33,"(7.1, 48.7)",41.63,10.62,High,Analytical
Sandro Mamukelashvili,BetRivers,player_points,8.5,-127,Over,11.99,0,0.69,0.31,0.559,0.69,0.131,2.33,0.296,1.97,"(0.0, 25.8)",25.8,7.05,High,Analytical
P.J. Washington,BetRivers,player_points,13.5,-165,Over,19.62,0,0.767,0.233,0.623,0.767,0.145,2.32,0.383,1.52,"(3.2, 36.0)",32.85,8.38,High,Analytical
P.J. Washington,Bovada,player_points,14.5,-145,Over,19.62,0,0.729,0.271,0.592,0.729,0.137,2.32,0.337,1.72,"(3.2, 36.0)",32.85,8.38,High,Analytical
Cedric Coward,FanDuel,player_points,11.5,-118,Over,15.75,0,0.666,0.334,0.541,0.666,0.125,2.31,0.273,2.12,"(0.0, 35.1)",35.1,9.87,High,Analytical
Jamal Murray,BetRivers,player_points,20.5,-167,Over,28.69,0,0.77,0.23,0.625,0.77,0.145,2.31,0.387,1.5,"(7.0, 50.4)",43.43,11.08,High,Analytical
Donte DiVincenzo,Bovada,player_points,17.5,160,Over,16.94,0,0.474,0.526,0.385,0.474,0.089,2.31,0.145,2.31,"(0.5, 33.4)",32.93,8.4,High,Analytical
Nikola Vucevic,DraftKings,player_points,19.5,-106,Over,23.2,0,0.633,0.367,0.515,0.633,0.119,2.31,0.245,2.31,"(1.9, 44.5)",42.6,10.87,High,Analytical
Saddiq Bey,Bovada,player_points,11.5,145,Over,11.54,0,0.502,0.498,0.408,0.502,0.094,2.3,0.159,2.3,"(0.0, 25.6)",25.59,7.17,High,Analytical
Rui Hachimura,FanDuel,player_points,15.5,100,Over,17.96,0,0.615,0.385,0.5,0.615,0.115,2.3,0.23,2.3,"(1.4, 34.5)",33.04,8.43,High,Analytical
Rui Hachimura,Bovada,player_points,15.5,100,Over,17.96,0,0.615,0.385,0.5,0.615,0.115,2.3,0.23,2.3,"(1.4, 34.5)",33.04,8.43,High,Analytical
Svi Mykhailiuk,BetRivers,player_points,9.5,-114,Over,12.47,0,0.655,0.345,0.533,0.655,0.123,2.3,0.263,2.19,"(0.0, 27.0)",26.99,7.41,High,Analytical
Rui Hachimura,BetMGM,player_points,15.5,100,Over,17.96,0,0.615,0.385,0.5,0.615,0.115,2.3,0.23,2.3,"(1.4, 34.5)",33.04,8.43,High,Analytical
Sandro Mamukelashvili,FanDuel,player_points,8.5,-128,Over,11.99,0,0.69,0.31,0.561,0.69,0.129,2.29,0.293,1.95,"(0.0, 25.8)",25.8,7.05,High,Analytical
Paolo Banchero,BetOnline.ag,player_points,24.5,-106,Over,28.58,0,0.632,0.368,0.515,0.632,0.117,2.28,0.242,2.28,"(4.9, 52.3)",47.39,12.09,High,Analytical
Domantas Sabonis,BetRivers,player_points,17.5,-124,Under,14.42,0,0.321,0.679,0.554,0.679,0.126,2.27,0.282,2.02,"(1.5, 27.4)",25.88,6.6,High,Analytical
Onyeka Okongwu,BetOnline.ag,player_points,13.5,-102,Over,15.92,0,0.62,0.38,0.505,0.62,0.115,2.27,0.232,2.27,"(0.4, 31.5)",31.13,7.94,High,Analytical
Julius Randle,FanDuel,player_points,24.5,-104,Over,27.9,0,0.626,0.374,0.51,0.626,0.116,2.27,0.236,2.27,"(7.1, 48.7)",41.63,10.62,High,Analytical
Anthony Black,BetOnline.ag,player_points,9.5,-122,Over,12.91,0,0.674,0.326,0.55,0.674,0.124,2.26,0.276,2.05,"(0.0, 27.8)",27.76,7.58,High,Analytical
Day'Ron Sharpe,BetMGM,player_points,7.5,-130,Over,10.68,0,0.693,0.307,0.565,0.693,0.128,2.26,0.293,1.92,"(0.0, 23.0)",23.03,6.3,High,Analytical
Anthony Black,FanDuel,player_points,9.5,-122,Over,12.91,0,0.674,0.326,0.55,0.674,0.124,2.26,0.276,2.05,"(0.0, 27.8)",27.76,7.58,High,Analytical
Kevin Huerter,Bovada,player_points,12.5,-120,Over,15.81,0,0.669,0.331,0.545,0.669,0.123,2.26,0.271,2.08,"(0.9, 30.7)",29.74,7.59,High,Analytical
Luke Kennard,FanDuel,player_points,6.5,-120,Over,9.11,0,0.668,0.332,0.545,0.668,0.123,2.25,0.27,2.08,"(0.0, 20.8)",20.84,5.99,Med,Analytical
Sam Hauser,BetRivers,player_points,7.5,-162,Over,12.86,0,0.758,0.242,0.618,0.758,0.139,2.25,0.365,1.54,"(0.0, 27.9)",27.88,7.67,High,Analytical
Christian Braun,BetOnline.ag,player_points,12.5,-109,Over,16.2,0,0.639,0.361,0.522,0.639,0.117,2.25,0.245,2.25,"(0.0, 36.6)",36.64,10.43,High,Analytical
Franz Wagner,Bovada,player_points,25.5,200,Over,23.31,0,0.408,0.592,0.333,0.408,0.075,2.25,0.113,2.25,"(4.8, 41.8)",36.98,9.43,High,Analytical
Malik Monk,BetRivers,player_points,13.5,104,Over,15.62,0,0.6,0.4,0.49,0.6,0.11,2.24,0.216,2.24,"(0.0, 32.0)",32.04,8.37,High,Analytical
Isaiah Jackson,Bovada,player_points,7.5,-135,Over,10.73,0,0.702,0.298,0.574,0.702,0.128,2.23,0.301,1.85,"(0.0, 22.6)",22.64,6.08,High,Analytical
Rui Hachimura,BetRivers,player_points,16.5,115,Over,17.96,0,0.569,0.431,0.465,0.569,0.104,2.23,0.194,2.23,"(1.4, 34.5)",33.04,8.43,High,Analytical
Jamal Murray,Bovada,player_points,20.5,-170,Over,28.69,0,0.77,0.23,0.63,0.77,0.141,2.23,0.38,1.47,"(7.0, 50.4)",43.43,11.08,High,Analytical
Domantas Sabonis,BetOnline.ag,player_points,17.5,-125,Under,14.42,0,0.321,0.679,0.556,0.679,0.124,2.23,0.279,2.0,"(1.5, 27.4)",25.88,6.6,High,Analytical
Amen Thompson,BetMGM,player_points,15.5,-125,Over,22.32,0,0.679,0.321,0.556,0.679,0.123,2.22,0.277,2.0,"(0.0, 51.1)",51.09,14.68,High,Analytical
Collin Gillespie,Bovada,player_points,8.5,-135,Over,12.38,0,0.702,0.298,0.574,0.702,0.128,2.22,0.3,1.85,"(0.0, 26.7)",26.71,7.31,High,Analytical
Pascal Siakam,Bovada,player_points,30.5,200,Over,27.52,0,0.407,0.593,0.333,0.407,0.074,2.21,0.11,2.21,"(2.8, 52.3)",49.52,12.63,High,Analytical
Devin Booker,Bovada,player_points,30.5,120,Over,32.0,0,0.555,0.445,0.455,0.555,0.1,2.21,0.184,2.21,"(10.7, 53.3)",42.55,10.85,High,Analytical
Julius Randle,Bovada,player_points,24.5,-105,Over,27.9,0,0.626,0.374,0.512,0.626,0.113,2.21,0.233,2.21,"(7.1, 48.7)",41.63,10.62,High,Analytical
Sandro Mamukelashvili,Bovada,player_points,8.5,-130,Over,11.99,0,0.69,0.31,0.565,0.69,0.125,2.21,0.287,1.92,"(0.0, 25.8)",25.8,7.05,High,Analytical
Sandro Mamukelashvili,BetMGM,player_points,8.5,-130,Over,11.99,0,0.69,0.31,0.565,0.69,0.125,2.21,0.287,1.92,"(0.0, 25.8)",25.8,7.05,High,Analytical
Ayo Dosunmu,BetRivers,player_points,11.5,-157,Over,16.32,0,0.746,0.254,0.611,0.746,0.135,2.21,0.346,1.59,"(2.0, 30.6)",28.59,7.29,High,Analytical
Jock Landale,BetRivers,player_points,7.5,-162,Over,12.22,0,0.754,0.246,0.618,0.754,0.136,2.2,0.356,1.54,"(0.0, 25.7)",25.68,6.87,High,Analytical
Julius Randle,BetRivers,player_points,25.5,107,Over,27.9,0,0.589,0.411,0.483,0.589,0.106,2.2,0.206,2.2,"(7.1, 48.7)",41.63,10.62,High,Analytical
Nikola Vucevic,BetOnline.ag,player_points,19.5,-108,Over,23.2,0,0.633,0.367,0.519,0.633,0.114,2.2,0.237,2.2,"(1.9, 44.5)",42.6,10.87,High,Analytical
Jerami Grant,BetRivers,player_points,15.5,-127,Over,20.06,0,0.682,0.318,0.559,0.682,0.123,2.19,0.278,1.97,"(1.2, 38.9)",37.71,9.62,High,Analytical
Cameron Johnson,BetRivers,player_points,10.5,-125,Over,15.93,0,0.677,0.323,0.556,0.677,0.122,2.19,0.274,2.0,"(0.0, 39.0)",39.05,11.8,High,Analytical
Trey Murphy III,Bovada,player_points,19.5,150,Over,19.2,0,0.487,0.513,0.4,0.487,0.087,2.18,0.145,2.18,"(1.3, 37.1)",35.76,9.12,High,Analytical
Mark Williams,BetRivers,player_points,14.5,-167,Under,10.62,0,0.238,0.762,0.625,0.762,0.137,2.18,0.365,1.5,"(0.0, 21.3)",21.28,5.43,Med,Analytical
Jaylen Brown,BetRivers,player_points,23.5,-124,Over,29.33,0,0.674,0.326,0.554,0.674,0.12,2.17,0.27,2.02,"(4.0, 54.7)",50.66,12.92,High,Analytical
RayJ Dennis,Bovada,player_points,8.5,-130,Over,11.85,0,0.688,0.312,0.565,0.688,0.123,2.17,0.282,1.92,"(0.0, 25.2)",25.24,6.83,High,Analytical
Domantas Sabonis,Bovada,player_points,16.5,-105,Under,14.42,0,0.377,0.623,0.512,0.623,0.111,2.17,0.228,2.17,"(1.5, 27.4)",25.88,6.6,High,Analytical
Tony Bradley,BetMGM,player_points,8.5,-115,Over,10.78,0,0.651,0.349,0.535,0.651,0.116,2.17,0.249,2.17,"(0.0, 22.3)",22.33,5.89,Med,Analytical
Alperen Sengun,BetRivers,player_points,21.5,-124,Over,25.55,0,0.674,0.326,0.554,0.674,0.12,2.17,0.269,2.02,"(7.9, 43.2)",35.25,8.99,High,Analytical
Jay Huff,Bovada,player_points,8.5,110,Over,9.66,0,0.579,0.421,0.476,0.579,0.103,2.16,0.196,2.16,"(0.0, 21.0)",21.02,5.8,Med,Analytical
Zach LaVine,BetRivers,player_points,21.5,-141,Over,27.68,0,0.712,0.288,0.585,0.712,0.127,2.16,0.305,1.77,"(6.0, 49.4)",43.38,11.07,High,Analytical
Russell Westbrook,BetRivers,player_points,12.5,108,Over,14.28,0,0.585,0.415,0.481,0.585,0.104,2.16,0.2,2.16,"(0.0, 30.6)",30.56,8.31,High,Analytical
Trae Young,Bovada,player_points,23.5,105,Over,26.03,0,0.593,0.407,0.488,0.593,0.105,2.15,0.204,2.15,"(4.9, 47.2)",42.35,10.8,High,Analytical
Isaiah Jackson,BetRivers,player_points,6.5,-165,Over,10.73,0,0.757,0.243,0.623,0.757,0.134,2.15,0.355,1.52,"(0.0, 22.6)",22.64,6.08,High,Analytical
Nikola Jokic,BetRivers,player_points,27.5,-136,Under,22.0,0,0.3,0.7,0.576,0.7,0.124,2.15,0.293,1.84,"(1.5, 42.5)",41.04,10.47,High,Analytical
Max Christie,BetRivers,player_points,11.5,120,Over,12.46,0,0.552,0.448,0.455,0.552,0.098,2.15,0.179,2.15,"(0.0, 26.8)",26.76,7.29,High,Analytical
Klay Thompson,BetRivers,player_points,10.5,-130,Over,14.65,0,0.686,0.314,0.565,0.686,0.121,2.14,0.279,1.92,"(0.0, 31.4)",31.38,8.54,High,Analytical
D'Angelo Russell,BetMGM,player_points,12.5,-120,Over,16.11,0,0.662,0.338,0.545,0.662,0.117,2.14,0.257,2.08,"(0.0, 33.0)",33.0,8.62,High,Analytical
Toumani Camara,FanDuel,player_points,11.5,-115,Over,14.74,0,0.649,0.351,0.535,0.649,0.115,2.14,0.246,2.14,"(0.0, 31.3)",31.28,8.44,High,Analytical
D'Angelo Russell,Bovada,player_points,12.5,-120,Over,16.11,0,0.662,0.338,0.545,0.662,0.117,2.14,0.257,2.08,"(0.0, 33.0)",33.0,8.62,High,Analytical
Deandre Ayton,BetMGM,player_points,14.5,-140,Over,18.6,0,0.708,0.292,0.583,0.708,0.125,2.14,0.3,1.79,"(3.9, 33.3)",29.34,7.48,High,Analytical
Alperen Sengun,BetMGM,player_points,21.5,-125,Over,25.55,0,0.674,0.326,0.556,0.674,0.118,2.13,0.266,2.0,"(7.9, 43.2)",35.25,8.99,High,Analytical
Payton Pritchard,Bovada,player_points,17.5,120,Over,18.75,0,0.552,0.448,0.455,0.552,0.097,2.13,0.178,2.13,"(0.0, 37.6)",37.65,9.64,High,Analytical
Anthony Black,Bovada,player_points,9.5,-125,Over,12.91,0,0.674,0.326,0.556,0.674,0.118,2.13,0.266,2.0,"(0.0, 27.8)",27.76,7.58,High,Analytical
Jordan Hawkins,BetOnline.ag,player_points,6.5,-114,Over,8.79,0,0.646,0.354,0.533,0.646,0.114,2.13,0.243,2.13,"(0.0, 20.8)",20.77,6.11,High,Analytical
Paolo Banchero,BetRivers,player_points,25.5,102,Over,28.58,0,0.6,0.4,0.495,0.6,0.105,2.13,0.209,2.13,"(4.9, 52.3)",47.39,12.09,High,Analytical
Anthony Black,BetMGM,player_points,9.5,-125,Over,12.91,0,0.674,0.326,0.556,0.674,0.118,2.13,0.266,2.0,"(0.0, 27.8)",27.76,7.58,High,Analytical
Max Christie,Bovada,player_points,10.5,100,Over,12.46,0,0.606,0.394,0.5,0.606,0.106,2.12,0.212,2.12,"(0.0, 26.8)",26.76,7.29,High,Analytical
Max Christie,BetOnline.ag,player_points,10.5,100,Over,12.46,0,0.606,0.394,0.5,0.606,0.106,2.12,0.212,2.12,"(0.0, 26.8)",26.76,7.29,High,Analytical
Rui Hachimura,BetOnline.ag,player_points,15.5,-103,Over,17.96,0,0.615,0.385,0.507,0.615,0.107,2.12,0.218,2.12,"(1.4, 34.5)",33.04,8.43,High,Analytical
Max Christie,BetMGM,player_points,10.5,100,Over,12.46,0,0.606,0.394,0.5,0.606,0.106,2.12,0.212,2.12,"(0.0, 26.8)",26.76,7.29,High,Analytical
Jaylen Wells,FanDuel,player_points,11.5,-110,Over,14.39,0,0.634,0.366,0.524,0.634,0.111,2.11,0.232,2.11,"(0.0, 30.9)",30.87,8.41,High,Analytical
Ryan Dunn,Bovada,player_points,6.5,-200,Over,12.19,0,0.807,0.193,0.667,0.807,0.14,2.1,0.421,1.25,"(0.0, 25.1)",25.05,6.56,High,Analytical
D'Angelo Russell,BetRivers,player_points,12.5,-121,Over,16.11,0,0.662,0.338,0.548,0.662,0.115,2.09,0.253,2.07,"(0.0, 33.0)",33.0,8.62,High,Analytical
Christian Braun,BetRivers,player_points,12.5,-112,Over,16.2,0,0.639,0.361,0.528,0.639,0.11,2.09,0.234,2.09,"(0.0, 36.6)",36.64,10.43,High,Analytical
Brandon Ingram,Bovada,player_points,18.5,-145,Over,24.22,0,0.716,0.284,0.592,0.716,0.124,2.09,0.304,1.72,"(4.6, 43.9)",39.32,10.03,High,Analytical
Nikola Vucevic,BetMGM,player_points,19.5,-110,Over,23.2,0,0.633,0.367,0.524,0.633,0.11,2.09,0.23,2.09,"(1.9, 44.5)",42.6,10.87,High,Analytical
Nikola Vucevic,Bovada,player_points,19.5,-110,Over,23.2,0,0.633,0.367,0.524,0.633,0.11,2.09,0.23,2.09,"(1.9, 44.5)",42.6,10.87,High,Analytical
Toumani Camara,BetOnline.ag,player_points,11.5,-116,Over,14.74,0,0.649,0.351,0.537,0.649,0.112,2.09,0.243,2.09,"(0.0, 31.3)",31.28,8.44,High,Analytical
Deandre Ayton,Bovada,player_points,13.5,-165,Over,18.6,0,0.752,0.248,0.623,0.752,0.13,2.08,0.343,1.52,"(3.9, 33.3)",29.34,7.48,High,Analytical
Derrick White,BetMGM,player_points,19.5,-110,Over,23.06,0,0.632,0.368,0.524,0.632,0.108,2.07,0.227,2.07,"(2.4, 43.7)",41.32,10.54,High,Analytical
Max Christie,DraftKings,player_points,10.5,-101,Over,12.46,0,0.606,0.394,0.502,0.606,0.103,2.06,0.208,2.06,"(0.0, 26.8)",26.76,7.29,High,Analytical
Alperen Sengun,Bovada,player_points,20.5,-145,Over,25.55,0,0.713,0.287,0.592,0.713,0.121,2.05,0.297,1.72,"(7.9, 43.2)",35.25,8.99,High,Analytical
Dean Wade,FanDuel,player_points,5.5,-122,Over,7.87,0,0.662,0.338,0.55,0.662,0.112,2.04,0.249,2.04,"(0.0, 19.0)",19.0,5.68,Med,Analytical
Grayson Allen,Bovada,player_points,17.5,115,Over,18.87,0,0.56,0.44,0.465,0.56,0.095,2.04,0.177,2.04,"(1.1, 36.7)",35.63,9.09,High,Analytical
Onyeka Okongwu,DraftKings,player_points,13.5,-106,Over,15.92,0,0.62,0.38,0.515,0.62,0.105,2.04,0.217,2.04,"(0.4, 31.5)",31.13,7.94,High,Analytical
Anthony Black,BetRivers,player_points,9.5,-127,Over,12.91,0,0.674,0.326,0.559,0.674,0.114,2.04,0.26,1.97,"(0.0, 27.8)",27.76,7.58,High,Analytical
Austin Reaves,Bovada,player_points,34.5,175,Over,33.0,0,0.438,0.562,0.364,0.438,0.074,2.04,0.117,2.04,"(14.2, 51.8)",37.63,9.6,High,Analytical
Yves Missi,BetRivers,player_points,6.5,-152,Over,10.12,0,0.726,0.274,0.603,0.726,0.123,2.04,0.31,1.64,"(0.0, 21.9)",21.93,6.02,High,Analytical
Jaden McDaniels,Bovada,player_points,14.5,-160,Over,20.08,0,0.741,0.259,0.615,0.741,0.126,2.04,0.327,1.56,"(3.2, 37.0)",33.8,8.62,High,Analytical
D'Angelo Russell,DraftKings,player_points,13.5,-106,Over,16.11,0,0.619,0.381,0.515,0.619,0.104,2.03,0.215,2.03,"(0.0, 33.0)",33.0,8.62,High,Analytical
P.J. Washington,Bovada,player_points,12.5,-200,Over,19.62,0,0.802,0.198,0.667,0.802,0.136,2.03,0.407,1.25,"(3.2, 36.0)",32.85,8.38,High,Analytical
D'Angelo Russell,BetOnline.ag,player_points,13.5,-106,Over,16.11,0,0.619,0.381,0.515,0.619,0.104,2.03,0.215,2.03,"(0.0, 33.0)",33.0,8.62,High,Analytical
Luke Kennard,BetOnline.ag,player_points,6.5,-125,Over,9.11,0,0.668,0.332,0.556,0.668,0.113,2.03,0.254,2.0,"(0.0, 20.8)",20.84,5.99,Med,Analytical
Domantas Sabonis,Bovada,player_points,17.5,-130,Under,14.42,0,0.321,0.679,0.565,0.679,0.114,2.02,0.263,1.92,"(1.5, 27.4)",25.88,6.6,High,Analytical
Josh Minott,BetRivers,player_points,6.5,-155,Over,11.57,0,0.73,0.27,0.608,0.73,0.122,2.01,0.312,1.61,"(0.0, 27.8)",27.78,8.27,High,Analytical
Amen Thompson,Bovada,player_points,15.5,-130,Over,22.32,0,0.679,0.321,0.565,0.679,0.114,2.01,0.261,1.92,"(0.0, 51.1)",51.09,14.68,High,Analytical
Derrick White,Bovada,player_points,21.5,115,Over,23.06,0,0.559,0.441,0.465,0.559,0.094,2.01,0.175,2.01,"(2.4, 43.7)",41.32,10.54,High,Analytical
Derrick White,BetRivers,player_points,21.5,115,Over,23.06,0,0.559,0.441,0.465,0.559,0.094,2.01,0.175,2.01,"(2.4, 43.7)",41.32,10.54,High,Analytical
Anthony Davis,BetRivers,player_points,23.5,-167,Over,30.99,0,0.751,0.249,0.625,0.751,0.125,2.0,0.334,1.5,"(9.3, 52.7)",43.37,11.06,High,Analytical
Jake LaRavia,Bovada,player_points,10.5,120,Over,11.27,0,0.545,0.455,0.455,0.545,0.091,1.99,0.166,1.99,"(0.0, 24.6)",24.63,6.81,High,Analytical
Domantas Sabonis,BetRivers,player_points,18.5,-157,Under,14.42,0,0.268,0.732,0.611,0.732,0.121,1.98,0.31,1.59,"(1.5, 27.4)",25.88,6.6,High,Analytical
Lauri Markkanen,Bovada,player_points,21.5,-180,Over,29.3,0,0.77,0.23,0.643,0.77,0.128,1.98,0.357,1.39,"(8.6, 50.0)",41.33,10.54,High,Analytical
Jaylon Tyson,Bovada,player_points,11.5,185,Over,10.16,0,0.42,0.58,0.351,0.42,0.069,1.97,0.106,1.97,"(0.0, 23.1)",23.11,6.61,High,Analytical
Ja Morant,Bovada,player_points,28.5,155,Over,27.67,0,0.47,0.53,0.392,0.47,0.077,1.97,0.127,1.97,"(6.3, 49.0)",42.73,10.9,High,Analytical
Brandon Ingram,BetRivers,player_points,17.5,-167,Over,24.22,0,0.749,0.251,0.625,0.749,0.123,1.97,0.329,1.5,"(4.6, 43.9)",39.32,10.03,High,Analytical
Christian Braun,BetMGM,player_points,12.5,-115,Over,16.2,0,0.639,0.361,0.535,0.639,0.104,1.94,0.223,1.94,"(0.0, 36.6)",36.64,10.43,High,Analytical
